-1.40382E+02	 9.06800E+02
-1.35457E+02	 9.07833E+02
-1.30535E+02	 9.07433E+02
-1.25616E+02	 9.06800E+02
-1.20700E+02	 9.07767E+02
-1.15786E+02	 9.07367E+02
-1.10875E+02	 9.08533E+02
-1.05967E+02	 9.08267E+02
-1.01061E+02	 9.08167E+02
-9.61580E+01	 9.08767E+02
-9.12576E+01	 9.07933E+02
-8.63599E+01	 9.09300E+02
-8.14648E+01	 9.08067E+02
-7.65724E+01	 9.09100E+02
-7.16827E+01	 9.08333E+02
-6.67956E+01	 9.10033E+02
-6.19111E+01	 9.09733E+02
-5.70293E+01	 9.08500E+02
-5.21502E+01	 9.10733E+02
-4.72737E+01	 9.10533E+02
-4.23998E+01	 9.10767E+02
-3.75286E+01	 9.11000E+02
-3.26600E+01	 9.12567E+02
-2.77941E+01	 9.12967E+02
-2.29308E+01	 9.12967E+02
-1.80701E+01	 9.15633E+02
-1.32121E+01	 9.17667E+02
-8.35667E+00	 9.22133E+02
-3.50389E+00	 9.29700E+02
 1.34626E+00	 9.57500E+02
 6.19379E+00	 1.31920E+03
 1.10387E+01	 4.52500E+03
 1.58810E+01	 7.24077E+03
 2.07207E+01	 3.90353E+03
 2.55577E+01	 1.20137E+03
 3.03922E+01	 9.35167E+02
 3.52240E+01	 9.20367E+02
 4.00532E+01	 9.14367E+02
 4.48798E+01	 9.13300E+02
 4.97038E+01	 9.13467E+02
 5.45252E+01	 9.12333E+02
 5.93440E+01	 9.11733E+02
 6.41602E+01	 9.12133E+02
 6.89738E+01	 9.14467E+02
 7.37848E+01	 9.22733E+02
 7.85932E+01	 9.44133E+02
 8.33991E+01	 1.01080E+03
 8.82023E+01	 1.14230E+03
 9.30029E+01	 1.29580E+03
 9.78010E+01	 1.38043E+03
 1.02596E+02	 1.41503E+03
 1.07389E+02	 1.42103E+03
 1.12180E+02	 1.42223E+03
 1.16967E+02	 1.40357E+03
 1.21753E+02	 1.37567E+03
 1.26535E+02	 1.34817E+03
 1.31315E+02	 1.34460E+03
 1.36093E+02	 1.33470E+03
 1.40867E+02	 1.31573E+03
 1.45640E+02	 1.31013E+03
 1.50409E+02	 1.30153E+03
 1.55177E+02	 1.28377E+03
 1.59941E+02	 1.26420E+03
 1.64703E+02	 1.25143E+03
 1.69463E+02	 1.23867E+03
 1.74220E+02	 1.23400E+03
 1.78974E+02	 1.22433E+03
 1.83726E+02	 1.20707E+03
 1.88475E+02	 1.20067E+03
 1.93222E+02	 1.18477E+03
 1.97966E+02	 1.17997E+03
 2.02708E+02	 1.18173E+03
 2.07447E+02	 1.17430E+03
 2.12184E+02	 1.17347E+03
 2.16918E+02	 1.17127E+03
 2.21649E+02	 1.15603E+03
 2.26378E+02	 1.15493E+03
 2.31105E+02	 1.14633E+03
 2.35829E+02	 1.13687E+03
 2.40550E+02	 1.13403E+03
 2.45269E+02	 1.13520E+03
 2.49985E+02	 1.12400E+03
 2.54699E+02	 1.13220E+03
 2.59410E+02	 1.11757E+03
 2.64119E+02	 1.12500E+03
 2.68825E+02	 1.12303E+03
 2.73529E+02	 1.11963E+03
 2.78230E+02	 1.11007E+03
 2.82929E+02	 1.10897E+03
 2.87625E+02	 1.10183E+03
 2.92319E+02	 1.10307E+03
 2.97010E+02	 1.10090E+03
 3.01699E+02	 1.09803E+03
 3.06385E+02	 1.09580E+03
 3.11069E+02	 1.09480E+03
 3.15750E+02	 1.09473E+03
 3.20428E+02	 1.09763E+03
 3.25105E+02	 1.10880E+03
 3.29778E+02	 1.10180E+03
 3.34450E+02	 1.09473E+03
 3.39118E+02	 1.09747E+03
 3.43785E+02	 1.09707E+03
 3.48448E+02	 1.09617E+03
 3.53110E+02	 1.10173E+03
 3.57768E+02	 1.09420E+03
 3.62425E+02	 1.08687E+03
 3.67079E+02	 1.07933E+03
 3.71730E+02	 1.07613E+03
 3.76379E+02	 1.07177E+03
 3.81025E+02	 1.07150E+03
 3.85669E+02	 1.08173E+03
 3.90311E+02	 1.09263E+03
 3.94950E+02	 1.09953E+03
 3.99586E+02	 1.10247E+03
 4.04220E+02	 1.10207E+03
 4.08852E+02	 1.10470E+03
 4.13481E+02	 1.11737E+03
 4.18108E+02	 1.13043E+03
 4.22732E+02	 1.15723E+03
 4.27354E+02	 1.19480E+03
 4.31973E+02	 1.22317E+03
 4.36590E+02	 1.20977E+03
 4.41205E+02	 1.19950E+03
 4.45817E+02	 1.17463E+03
 4.50426E+02	 1.14563E+03
 4.55034E+02	 1.12960E+03
 4.59638E+02	 1.12153E+03
 4.64241E+02	 1.10463E+03
 4.68840E+02	 1.09950E+03
 4.73438E+02	 1.10200E+03
 4.78033E+02	 1.11980E+03
 4.82625E+02	 1.14517E+03
 4.87215E+02	 1.19043E+03
 4.91803E+02	 1.25103E+03
 4.96388E+02	 1.30250E+03
 5.00971E+02	 1.33663E+03
 5.05552E+02	 1.32747E+03
 5.10129E+02	 1.30833E+03
 5.14705E+02	 1.26633E+03
 5.19278E+02	 1.21363E+03
 5.23849E+02	 1.15157E+03
 5.28417E+02	 1.12850E+03
 5.32983E+02	 1.10097E+03
 5.37547E+02	 1.08853E+03
 5.42108E+02	 1.08490E+03
 5.46666E+02	 1.07850E+03
 5.51223E+02	 1.08067E+03
 5.55777E+02	 1.09517E+03
 5.60328E+02	 1.10693E+03
 5.64877E+02	 1.11147E+03
 5.69424E+02	 1.11037E+03
 5.73968E+02	 1.10527E+03
 5.78510E+02	 1.09557E+03
 5.83049E+02	 1.08467E+03
 5.87587E+02	 1.07887E+03
 5.92121E+02	 1.07440E+03
 5.96654E+02	 1.07617E+03
 6.01184E+02	 1.05723E+03
 6.05711E+02	 1.06187E+03
 6.10236E+02	 1.05603E+03
 6.14759E+02	 1.05783E+03
 6.19280E+02	 1.05717E+03
 6.23798E+02	 1.05773E+03
 6.28313E+02	 1.05077E+03
 6.32827E+02	 1.05643E+03
 6.37338E+02	 1.05073E+03
 6.41846E+02	 1.05447E+03
 6.46352E+02	 1.06293E+03
 6.50856E+02	 1.06073E+03
 6.55358E+02	 1.06717E+03
 6.59857E+02	 1.07110E+03
 6.64354E+02	 1.08327E+03
 6.68848E+02	 1.09423E+03
 6.73340E+02	 1.09697E+03
 6.77830E+02	 1.10963E+03
 6.82317E+02	 1.12140E+03
 6.86802E+02	 1.14293E+03
 6.91285E+02	 1.15357E+03
 6.95765E+02	 1.15533E+03
 7.00243E+02	 1.13750E+03
 7.04718E+02	 1.11433E+03
 7.09192E+02	 1.08987E+03
 7.13663E+02	 1.07507E+03
 7.18131E+02	 1.06260E+03
 7.22597E+02	 1.04983E+03
 7.27061E+02	 1.04780E+03
 7.31523E+02	 1.04407E+03
 7.35982E+02	 1.04597E+03
 7.40439E+02	 1.04587E+03
 7.44894E+02	 1.04330E+03
 7.49346E+02	 1.04203E+03
 7.53796E+02	 1.03800E+03
 7.58243E+02	 1.03940E+03
 7.62689E+02	 1.04020E+03
 7.67132E+02	 1.03733E+03
 7.71572E+02	 1.04127E+03
 7.76011E+02	 1.04050E+03
 7.80447E+02	 1.04330E+03
 7.84880E+02	 1.04433E+03
 7.89312E+02	 1.05047E+03
 7.93741E+02	 1.05470E+03
 7.98167E+02	 1.06270E+03
 8.02592E+02	 1.06880E+03
 8.07014E+02	 1.07457E+03
 8.11434E+02	 1.07853E+03
 8.15851E+02	 1.07823E+03
 8.20267E+02	 1.09843E+03
 8.24680E+02	 1.13447E+03
 8.29090E+02	 1.18880E+03
 8.33499E+02	 1.26593E+03
 8.37905E+02	 1.32863E+03
 8.42309E+02	 1.32367E+03
 8.46710E+02	 1.29277E+03
 8.51109E+02	 1.27737E+03
 8.55506E+02	 1.34847E+03
 8.59901E+02	 1.43597E+03
 8.64293E+02	 1.51790E+03
 8.68683E+02	 1.55423E+03
 8.73071E+02	 1.53120E+03
 8.77456E+02	 1.47277E+03
 8.81840E+02	 1.42303E+03
 8.86221E+02	 1.35217E+03
 8.90599E+02	 1.28187E+03
 8.94976E+02	 1.19007E+03
 8.99350E+02	 1.13880E+03
 9.03722E+02	 1.10390E+03
 9.08091E+02	 1.08980E+03
 9.12459E+02	 1.09600E+03
 9.16824E+02	 1.11900E+03
 9.21187E+02	 1.15463E+03
 9.25547E+02	 1.19973E+03
 9.29905E+02	 1.23223E+03
 9.34261E+02	 1.27030E+03
 9.38615E+02	 1.30440E+03
 9.42967E+02	 1.31167E+03
 9.47316E+02	 1.29840E+03
 9.51663E+02	 1.23150E+03
 9.56008E+02	 1.16177E+03
 9.60350E+02	 1.11200E+03
 9.64691E+02	 1.06943E+03
 9.69029E+02	 1.05677E+03
 9.73364E+02	 1.05723E+03
 9.77698E+02	 1.06353E+03
 9.82029E+02	 1.08487E+03
 9.86358E+02	 1.10967E+03
 9.90685E+02	 1.13720E+03
 9.95010E+02	 1.15673E+03
 9.99332E+02	 1.13970E+03
 1.00365E+03	 1.11387E+03
 1.00797E+03	 1.08910E+03
 1.01229E+03	 1.07617E+03
 1.01660E+03	 1.06520E+03
 1.02091E+03	 1.06440E+03
 1.02522E+03	 1.06340E+03
 1.02953E+03	 1.07890E+03
 1.03383E+03	 1.10107E+03
 1.03813E+03	 1.12937E+03
 1.04243E+03	 1.17597E+03
 1.04673E+03	 1.23460E+03
 1.05103E+03	 1.30280E+03
 1.05532E+03	 1.37073E+03
 1.05961E+03	 1.44730E+03
 1.06390E+03	 1.50973E+03
 1.06819E+03	 1.55483E+03
 1.07247E+03	 1.54067E+03
 1.07676E+03	 1.55107E+03
 1.08104E+03	 1.54087E+03
 1.08531E+03	 1.50413E+03
 1.08959E+03	 1.45803E+03
 1.09386E+03	 1.42577E+03
 1.09813E+03	 1.41347E+03
 1.10240E+03	 1.40493E+03
 1.10667E+03	 1.39737E+03
 1.11094E+03	 1.39753E+03
 1.11520E+03	 1.36887E+03
 1.11946E+03	 1.35577E+03
 1.12372E+03	 1.36047E+03
 1.12797E+03	 1.37410E+03
 1.13223E+03	 1.38323E+03
 1.13648E+03	 1.33533E+03
 1.14073E+03	 1.27277E+03
 1.14498E+03	 1.20203E+03
 1.14922E+03	 1.14187E+03
 1.15347E+03	 1.10060E+03
 1.15771E+03	 1.06750E+03
 1.16194E+03	 1.05927E+03
 1.16618E+03	 1.04870E+03
 1.17042E+03	 1.03947E+03
 1.17465E+03	 1.03930E+03
 1.17888E+03	 1.03627E+03
 1.18311E+03	 1.03900E+03
 1.18733E+03	 1.03990E+03
 1.19156E+03	 1.03810E+03
 1.19578E+03	 1.04807E+03
 1.20000E+03	 1.05347E+03
 1.20421E+03	 1.06913E+03
 1.20843E+03	 1.08033E+03
 1.21264E+03	 1.09197E+03
 1.21685E+03	 1.10550E+03
 1.22106E+03	 1.12343E+03
 1.22527E+03	 1.14050E+03
 1.22947E+03	 1.14393E+03
 1.23367E+03	 1.15173E+03
 1.23787E+03	 1.16527E+03
 1.24207E+03	 1.16930E+03
 1.24627E+03	 1.18663E+03
 1.25046E+03	 1.20230E+03
 1.25465E+03	 1.22690E+03
 1.25884E+03	 1.24043E+03
 1.26303E+03	 1.26250E+03
 1.26721E+03	 1.26987E+03
 1.27140E+03	 1.28150E+03
 1.27558E+03	 1.26190E+03
 1.27975E+03	 1.27457E+03
 1.28393E+03	 1.26423E+03
 1.28811E+03	 1.25820E+03
 1.29228E+03	 1.25537E+03
 1.29645E+03	 1.23377E+03
 1.30062E+03	 1.21843E+03
 1.30478E+03	 1.20843E+03
 1.30895E+03	 1.19327E+03
 1.31311E+03	 1.19407E+03
 1.31727E+03	 1.19557E+03
 1.32142E+03	 1.19137E+03
 1.32558E+03	 1.20007E+03
 1.32973E+03	 1.20577E+03
 1.33388E+03	 1.21040E+03
 1.33803E+03	 1.21310E+03
 1.34218E+03	 1.20460E+03
 1.34632E+03	 1.19393E+03
 1.35047E+03	 1.19243E+03
 1.35461E+03	 1.19137E+03
 1.35875E+03	 1.19527E+03
 1.36288E+03	 1.20637E+03
 1.36702E+03	 1.20627E+03
 1.37115E+03	 1.20197E+03
 1.37528E+03	 1.20480E+03
 1.37941E+03	 1.19307E+03
 1.38353E+03	 1.17923E+03
 1.38766E+03	 1.18140E+03
 1.39178E+03	 1.18117E+03
 1.39590E+03	 1.17617E+03
 1.40001E+03	 1.17483E+03
 1.40413E+03	 1.16707E+03
 1.40824E+03	 1.16557E+03
 1.41235E+03	 1.17020E+03
 1.41646E+03	 1.16350E+03
 1.42057E+03	 1.16560E+03
 1.42468E+03	 1.16497E+03
 1.42878E+03	 1.16560E+03
 1.43288E+03	 1.15660E+03
 1.43698E+03	 1.15757E+03
 1.44107E+03	 1.15603E+03
 1.44517E+03	 1.14740E+03
 1.44926E+03	 1.14743E+03
 1.45335E+03	 1.14707E+03
 1.45744E+03	 1.16347E+03
 1.46153E+03	 1.19653E+03
 1.46561E+03	 1.25127E+03
 1.46969E+03	 1.33307E+03
 1.47377E+03	 1.43583E+03
 1.47785E+03	 1.51153E+03
 1.48193E+03	 1.56100E+03
 1.48600E+03	 1.54743E+03
 1.49007E+03	 1.49797E+03
 1.49414E+03	 1.39020E+03
 1.49821E+03	 1.28913E+03
 1.50228E+03	 1.19270E+03
